status_treat2	gene_name
UP	C4_02600C_A
UP	C4_02610C_A
UP	C4_02620C_A
NC	C4_02630C_A
UP	C4_02640C_A
UP	C4_02650C_A
UP	C4_02660W_A
UP	C4_02670W_A
NC	C4_02680C_A
NC	C4_02690W_A
UP	C4_02700W_A
NC	C4_02710C_A
UP	C4_02720C_A
UP	C4_02730C_A
UP	C4_02740W_A
UP	C4_02750W_A
UP	C4_02760C_A
UP	C4_02770C_A
UP	C4_02780W_A
UP	C4_02790C_A
UP	C4_02800W_A
UP	C4_02820W_A
UP	C4_02830C_A
NC	C4_02840C_A
NC	C4_02850W_A
NC	C4_02860W_A
NC	C4_02870C_A
NC	C4_02880C_A
DOWN	C4_02890C_A
DOWN	C4_02900C_A
NC	C4_02910W_A
UP	C4_02920W_A
UP	C4_02930W_A
UP	C4_02940W_A
UP	C4_02950C_A
UP	C4_02960W_A
UP	C4_02970C_A
NC	C4_02980W_A
UP	C4_02990C_A
DOWN	C4_03000C_A
UP	C4_03020W_A
UP	C4_03030C_A
NC	C4_03040W_A
NC	C4_03050C_A
UP	C4_03070W_A
UP	C4_03080W_A
NC	C4_03090W_A
NC	C4_03100W_A
NC	C4_03110W_A
NC	C4_03120C_A
NC	C4_03130W_A
UP	C4_03140C_A
UP	C4_03150W_A
UP	C4_03160C_A
UP	C4_03170W_A
DOWN	C4_03180W_A
NC	C4_03190W_A
NC	C4_03200C_A
NC	C4_03230C_A
NC	C4_03250C_A
NC	C4_03270W_A
NC	C4_03280W_A
NC	C4_03290W_A
UP	C4_03300C_A
UP	C4_03310C_A
NC	C4_03320W_A
UP	C4_03330W_A
DOWN	C4_03340C_A
NC	C4_03350C_A
DOWN	C4_03360C_A
NC	C4_03370C_A
NC	C4_03380C_A
NC	C4_03390W_A
DOWN	C4_03400W_A
NC	C4_03410W_A
UP	C4_03420C_A
UP	C4_03430W_A
UP	C4_03440C_A
UP	C4_03450C_A
UP	C4_03460C_A
UP	C4_03470C_A
NC	C4_03480C_A
UP	C4_03490C_A
NC	C4_03500C_A
DOWN	C4_03510C_A
NC	C4_03520C_A
NC	C4_03530W_A
NC	C4_03540C_A
UP	C4_03550W_A
NC	C4_03560W_A
UP	C4_03570W_A
UP	C4_03580W_A
NC	C4_03590C_A
DOWN	C4_03600C_A
NC	C4_03620C_A
UP	C4_03670W_A
NC	C4_03680C_A
NC	C4_03690C_A
NC	C4_03700W_A
UP	C4_03710C_A
DOWN	C4_03720C_A
NC	C4_03730C_A
UP	C4_03740W_A
NC	C4_03750C_A
UP	C4_03760W_A
UP	C4_03770W_A
NC	C4_03780C_A
UP	C4_03790W_A
NC	C4_03800C_A
NC	C4_03810W_A
UP	C4_03820C_A
NC	C4_03830W_A
UP	C4_03840C_A
NC	C4_03850W_A
UP	C4_03860C_A
UP	C4_03870C_A
UP	C4_03880W_A
NC	C4_03890W_A
UP	C4_03900C_A
UP	C4_03910W_A
NC	C4_03920W_A
UP	C4_03930C_A
NC	C4_03940C_A
NC	C4_03950C_A
DOWN	C4_03960W_A
UP	C4_03970W_A
UP	C4_03990C_A
NC	C4_04000W_A
UP	C4_04010W_A
NC	C4_04020C_A
UP	C4_04030W_A
NC	C4_04040W_A
DOWN	C4_04050C_A
NC	C4_04060W_A
DOWN	C4_04070C_A
NC	C4_04080C_A
UP	C4_04090C_A
NC	C4_04100C_A
NC	C4_04110W_A
NC	C4_04120C_A
NC	C4_04130W_A
UP	C4_04140W_A
DOWN	C4_04150C_A
DOWN	C4_04160W_A
UP	C4_04170C_A
UP	C4_04180C_A
UP	C4_04190C_A
NC	C4_04200C_A
UP	C4_04210C_A
NC	C4_04220W_A
UP	C4_04230W_A
NC	C4_04240C_A
UP	C4_04250W_A
NC	C4_04260C_A
UP	C4_04270W_A
UP	C4_04280C_A
NC	C4_04290W_A
NC	C4_04300C_A
NC	C4_04310W_A
DOWN	C4_04320W_A
NC	C4_04330C_A
NC	C4_04340C_A
NC	C4_04350W_A
UP	C4_04360W_A
UP	C4_04370C_A
NC	C4_04380C_A
DOWN	C4_04390W_A
NC	C4_04400C_A
DOWN	C4_04410C_A
UP	C4_04420W_A
UP	C4_04430W_A
UP	C4_04440W_A
UP	C4_04450C_A
UP	C4_04460C_A
UP	C4_04470W_A
DOWN	C4_04480C_A
UP	C4_04490C_A
NC	C4_04500C_A
UP	C4_04510W_A
UP	C4_04520W_A
UP	C4_04530C_A
UP	C4_04540C_A
UP	C4_04550C_A
NC	C4_04560C_A
NC	C4_04570W_A
UP	C4_04580W_A
DOWN	C4_04590W_A
NC	C4_04600C_A
NC	C4_04620C_A
NC	C4_04630C_A
NC	C4_04640C_A
NC	C4_04650W_A
NC	C4_04660C_A
NC	C4_04670C_A
DOWN	C4_04700W_A
NC	C4_04710W_A
DOWN	C4_04720W_A
UP	C4_04730W_A
NC	C4_04750W_A
UP	C4_04760C_A
DOWN	C4_04770C_A
NC	C4_04780W_A
NC	C4_04790W_A
NC	C4_04800W_A
NC	C4_04810C_A
NC	C4_04820C_A
NC	C4_04830W_A
UP	C4_04840C_A
NC	C4_04850C_A
NC	C4_04860W_A
NC	C4_04870C_A
UP	C4_04880W_A
DOWN	C4_04890C_A
DOWN	C4_04900W_A
UP	C4_04910C_A
NC	C4_04920W_A
UP	C4_04930C_A
UP	C4_04940W_A
UP	C4_04950W_A
NC	C4_04970C_A
UP	C4_04980W_A
NC	C4_04990C_A
NC	C4_05000W_A
NC	C4_05010W_A
UP	C4_05020W_A
UP	C4_05030C_A
UP	C4_05040W_A
UP	C4_05050C_A
UP	C4_05060W_A
UP	C4_05070C_A
NC	C4_05080C_A
UP	C4_05090C_A
NC	C4_05100C_A
UP	C4_05110C_A
UP	C4_05120C_A
UP	C4_05130C_A
NC	C4_05140C_A
NC	C4_05150W_A
UP	C4_05160C_A
NC	C4_05170C_A
NC	C4_05180C_A
NC	C4_05190C_A
UP	C4_05200C_A
NC	C4_05210W_A
UP	C4_05220C_A
UP	C4_05230C_A
NC	C4_05240C_A
UP	C4_05250W_A
UP	C4_05260W_A
UP	C4_05270C_A
UP	C4_05280W_A
NC	C4_05290W_A
NC	C4_05300W_A
UP	C4_05310W_A
NC	C4_05320W_A
NC	C4_05330C_A
UP	C4_05340W_A
NC	C4_05350W_A
UP	C4_05360C_A
UP	C4_05370W_A
NC	C4_05380C_A
NC	C4_05390W_A
UP	C4_05400C_A
UP	C4_05420C_A
DOWN	C4_05430C_A
NC	C4_05440C_A
NC	C4_05450C_A
DOWN	C4_05460C_A
NC	C4_05530W_A
NC	C4_05540W_A
NC	C4_05550C_A
UP	C4_05560C_A
NC	C4_05570C_A
UP	C4_05580C_A
UP	C4_05590W_A
NC	C4_05600W_A
NC	C4_05610C_A
NC	C4_05620C_A
NC	C4_05630W_A
NC	C4_05640C_A
NC	C4_05650W_A
UP	C4_05660C_A
NC	C4_05670W_A
NC	C4_05680W_A
NC	C4_05690W_A
NC	C4_05700W_A
UP	C4_05720W_A
DOWN	C4_05730W_A
NC	C4_05740C_A
UP	C4_05750C_A
NC	C4_05760W_A
UP	C4_05770C_A
NC	C4_05780C_A
UP	C4_05790W_A
UP	C4_05800C_A
NC	C4_05810W_A
UP	C4_05820W_A
UP	C4_05830W_A
UP	C4_05840W_A
NC	C4_05850C_A
NC	C4_05860W_A
UP	C4_05870C_A
DOWN	C4_05880W_A
UP	C4_05890W_A
NC	C4_05900C_A
UP	C4_05910C_A
NC	C4_05920C_A
UP	C4_05940W_A
NC	C4_05960W_A
NC	C4_05970W_A
UP	C4_05980C_A
UP	C4_06000W_A
NC	C4_06010C_A
UP	C4_06020C_A
NC	C4_06030W_A
UP	C4_06040W_A
NC	C4_06050W_A
UP	C4_06060W_A
UP	C4_06070C_A
UP	C4_06080W_A
UP	C4_06090C_A
NC	C4_06100W_A
NC	C4_06110C_A
NC	C4_06120W_A
UP	C4_06130W_A
UP	C4_06140C_A
UP	C4_06150C_A
UP	C4_06160W_A
NC	C4_06170C_A
UP	C4_06180C_A
UP	C4_06190C_A
UP	C4_06200W_A
NC	C4_06210C_A
UP	C4_06220C_A
NC	C4_06230C_A
NC	C4_06240W_A
NC	C4_06250C_A
UP	C4_06260W_A
NC	C4_06270C_A
UP	C4_06280C_A
NC	C4_06290W_A
UP	C4_06300C_A
UP	C4_06310C_A
UP	C4_06320C_A
NC	C4_06340W_A
NC	C4_06350C_A
UP	C4_06360C_A
UP	C4_06370C_A
UP	C4_06380W_A
UP	C4_06390W_A
NC	C4_06400C_A
UP	C4_06410W_A
UP	C4_06420W_A
UP	C4_06430C_A
NC	C4_06440C_A
UP	C4_06450W_A
NC	C4_06460C_A
NC	C4_06470W_A
UP	C4_06480C_A
UP	C4_06490C_A
NC	C4_06500W_A
NC	C4_06510C_A
NC	C4_06520W_A
UP	C4_06530C_A
NC	C4_06540W_A
UP	C4_06550C_A
UP	C4_06560W_A
DOWN	C4_06570C_A
DOWN	C4_06580W_A
UP	C4_06590W_A
NC	C4_06600W_A
DOWN	C4_06610C_A
NC	C4_06620C_A
UP	C4_06630C_A
UP	C4_06640C_A
NC	C4_06650W_A
NC	C4_06660W_A
UP	C4_06670W_A
NC	C4_06680C_A
UP	C4_06690C_A
UP	C4_06700W_A
UP	C4_06710W_A
NC	C4_06720W_A
NC	C4_06730C_A
NC	C4_06740C_A
UP	C4_06750C_A
NC	C4_06760W_A
NC	C4_06770W_A
UP	C4_06780C_A
UP	C4_06790W_A
NC	C4_06800W_A
NC	C4_06810C_A
NC	C4_06820C_A
NC	C4_06830C_A
UP	C4_06840W_A
NC	C4_06850C_A
NC	C4_06860C_A
UP	C4_06870W_A
UP	C4_06880C_A
UP	C4_06890W_A
UP	C4_06900W_A
NC	C4_06910W_A
UP	C4_06920C_A
UP	C4_06930C_A
NC	C4_06940C_A
UP	C4_06950W_A
UP	C4_06960W_A
UP	C4_06970C_A
UP	C4_06980W_A
UP	C4_06990W_A
UP	C4_07000W_A
UP	C4_07010C_A
UP	C4_07020C_A
NC	C4_07030W_A
UP	C4_07040W_A
NC	C4_07050W_A
NC	C4_07060W_A
UP	C4_07070W_A
NC	C4_07080C_A
NC	C4_07090C_A
UP	C4_07100C_A
DOWN	C4_07110C_A
UP	C4_07120C_A
UP	C4_07130W_A
UP	C4_07140W_A
UP	C4_07150W_A
DOWN	C4_07160W_A
DOWN	C4_07170C_A
DOWN	C4_07180W_A
NC	C4_07190W_A
NC	C4_07200C_A
NC	C4_07210W_A
UP	C4_07220C_A
NC	C4_07230C_A
NC	C4_07240W_A
NC	C4_07250C_A
NC	C4_07260W_A
NC	C5_00010W_A
NC	C5_00030W_A
NC	C5_00040C_A
UP	C5_00050W_A
UP	C5_00060C_A
UP	C5_00070W_A
NC	C5_00080C_A
NC	C5_00090C_A
UP	C5_00100C_A
NC	C5_00110C_A
UP	C5_00120W_A
NC	C5_00130C_A
NC	C5_00140C_A
NC	C5_00150C_A
UP	C5_00160W_A
NC	C5_00170W_A
NC	C5_00180W_A
DOWN	C5_00190C_A
NC	C5_00200C_A
NC	C5_00210C_A
NC	C5_00220W_A
UP	C5_00230C_A
NC	C5_00240W_A
NC	C5_00250C_A
NC	C5_00260W_A
NC	C5_00270W_A
NC	C5_00280C_A
NC	C5_00290W_A
UP	C5_00300C_A
NC	C5_00310C_A
NC	C5_00320W_A
UP	C5_00330C_A
NC	C5_00340W_A
NC	C5_00350C_A
NC	C5_00370W_A
UP	C5_00380W_A
DOWN	C5_00390C_A
NC	C5_00400C_A
UP	C5_00410W_A
NC	C5_00420C_A
NC	C5_00430W_A
NC	C5_00440C_A
NC	C5_00450C_A
UP	C5_00460C_A
UP	C5_00470C_A
NC	C5_00480C_A
NC	C5_00490C_A
NC	C5_00500W_A
NC	C5_00510W_A
UP	C5_00520W_A
UP	C5_00530W_A
UP	C5_00540C_A
UP	C5_00550C_A
UP	C5_00560W_A
NC	C5_00570W_A
UP	C5_00580W_A
DOWN	C5_00590W_A
UP	C5_00600C_A
UP	C5_00610C_A
UP	C5_00620W_A
NC	C5_00630C_A
NC	C5_00640C_A
NC	C5_00650C_A
DOWN	C5_00660C_A
DOWN	C5_00670C_A
NC	C5_00680W_A
UP	C5_00690C_A
UP	C5_00700C_A
UP	C5_00710W_A
NC	C5_00730W_A
NC	C5_00740W_A
NC	C5_00750C_A
NC	C5_00760W_A
NC	C5_00770C_A
NC	C5_00780C_A
NC	C5_00790C_A
NC	C5_00800C_A
UP	C5_00810C_A
NC	C5_00820W_A
UP	C5_00830C_A
NC	C5_00840W_A
NC	C5_00850C_A
NC	C5_00860W_A
UP	C5_00870C_A
NC	C5_00880C_A
NC	C5_00890C_A
NC	C5_00900C_A
UP	C5_00910C_A
NC	C5_00920W_A
NC	C5_00930C_A
NC	C5_00940C_A
NC	C5_00950C_A
UP	C5_00980W_A
NC	C5_01000C_A
UP	C5_01010W_A
UP	C5_01020C_A
UP	C5_01030W_A
NC	C5_01040W_A
NC	C5_01050C_A
UP	C5_01060C_A
DOWN	C5_01070C_A
DOWN	C5_01080C_A
DOWN	C5_01090C_A
NC	C5_01100C_A
NC	C5_01110W_A
UP	C5_01120W_A
UP	C5_01130W_A
NC	C5_01140C_A
UP	C5_01150C_A
UP	C5_01160C_A
UP	C5_01170W_A
NC	C5_01180W_A
NC	C5_01190W_A
NC	C5_01200W_A
NC	C5_01210W_A
NC	C5_01220W_A
NC	C5_01230C_A
NC	C5_01240W_A
UP	C5_01250W_A
UP	C5_01260W_A
UP	C5_01270W_A
NC	C5_01280C_A
NC	C5_01290C_A
UP	C5_01300C_A
UP	C5_01310W_A
NC	C5_01320W_A
UP	C5_01330W_A
NC	C5_01340W_A
UP	C5_01350W_A
DOWN	C5_01360W_A
UP	C5_01380W_A
UP	C5_01390C_A
NC	C5_01400W_A
NC	C5_01410C_A
NC	C5_01420W_A
UP	C5_01430C_A
NC	C5_01440C_A
UP	C5_01450W_A
UP	C5_01460W_A
UP	C5_01470C_A
UP	C5_01480W_A
NC	C5_01490C_A
NC	C5_01500C_A
NC	C5_01510W_A
UP	C5_01520C_A
NC	C5_01530C_A
DOWN	C5_01540W_A
DOWN	C5_01550C_A
UP	C5_01560C_A
UP	C5_01570C_A
DOWN	C5_01580C_A
UP	C5_01590W_A
UP	C5_01600C_A
UP	C5_01610W_A
UP	C5_01620C_A
UP	C5_01640W_A
UP	C5_01650C_A
UP	C5_01670W_A
NC	C5_01680C_A
UP	C5_01690C_A
NC	C5_01700W_A
UP	C5_01710C_A
UP	C5_01720C_A
UP	C5_01730W_A
UP	C5_01740C_A
UP	C5_01750C_A
NC	C5_01760C_A
NC	C5_01770C_A
NC	C5_01780W_A
UP	C5_01790C_A
NC	C5_01800C_A
NC	C5_01810W_A
UP	C5_01820W_A
NC	C5_01830C_A
UP	C5_01840C_A
UP	C5_01850C_A
UP	C5_01860W_A
NC	C5_01870W_A
UP	C5_01880C_A
UP	C5_01890W_A
UP	C5_01900C_A
DOWN	C5_01910W_A
UP	C5_01920C_A
NC	C5_01930W_A
NC	C5_01940W_A
UP	C5_01950C_A
NC	C5_01960C_A
UP	C5_01970C_A
NC	C5_01980C_A
UP	C5_01990W_A
NC	C5_02000C_A
UP	C5_02010C_A
UP	C5_02020C_A
NC	C5_02030W_A
NC	C5_02040W_A
UP	C5_02050W_A
NC	C5_02060W_A
NC	C5_02070C_A
UP	C5_02080C_A
UP	C5_02090W_A
UP	C5_02110W_A
UP	C5_02120C_A
NC	C5_02130W_A
UP	C5_02140C_A
UP	C5_02150C_A
UP	C5_02160W_A
NC	C5_02170C_A
NC	C5_02180C_A
DOWN	C5_02190C_A
UP	C5_02200W_A
NC	C5_02210W_A
UP	C5_02220C_A
UP	C5_02230W_A
NC	C5_02240W_A
NC	C5_02260C_A
NC	C5_02270W_A
UP	C5_02280C_A
NC	C5_02290W_A
NC	C5_02300C_A
UP	C5_02310C_A
UP	C5_02320C_A
NC	C5_02330W_A
NC	C5_02340C_A
UP	C5_02350C_A
UP	C5_02360C_A
UP	C5_02370C_A
UP	C5_02380W_A
NC	C5_02390C_A
NC	C5_02400W_A
NC	C5_02410C_A
UP	C5_02430W_A
UP	C5_02440C_A
NC	C5_02450W_A
DOWN	C5_02460C_A
NC	C5_02470W_A
NC	C5_02480W_A
NC	C5_02490C_A
NC	C5_02500C_A
NC	C5_02510C_A
UP	C5_02520W_A
NC	C5_02530W_A
UP	C5_02540C_A
UP	C5_02550C_A
NC	C5_02560C_A
UP	C5_02570W_A
NC	C5_02580W_A
UP	C5_02590C_A
DOWN	C5_02600W_A
UP	C5_02610C_A
UP	C5_02620C_A
DOWN	C5_02630C_A
NC	C5_02640W_A
NC	C5_02650C_A
NC	C5_02660C_A
NC	C5_02670W_A
NC	C5_02680W_A
DOWN	C5_02690W_A
NC	C5_02700W_A
NC	C5_02710W_A
NC	C5_02720W_A
NC	C5_02730C_A
UP	C5_02740W_A
NC	C5_02750C_A
NC	C5_02760W_A
NC	C5_02770W_A
NC	C5_02780W_A
NC	C5_02790C_A
UP	C5_02800C_A
NC	C5_02810W_A
NC	C5_02820C_A
UP	C5_02830W_A
NC	C5_02840C_A
DOWN	C5_02850W_A
UP	C5_02860C_A
UP	C5_02870C_A
DOWN	C5_02890W_A
NC	C5_02900W_A
NC	C5_02910C_A
NC	C5_02920W_A
NC	C5_02930C_A
DOWN	C5_02940C_A
DOWN	C5_02950C_A
DOWN	C5_02960C_A
NC	C5_02970W_A
UP	C5_02980C_A
UP	C5_02990W_A
NC	C5_03000C_A
NC	C5_03010W_A
UP	C5_03020W_A
NC	C5_03030W_A
UP	C5_03040W_A
NC	C5_03050C_A
UP	C5_03060C_A
DOWN	C5_03070W_A
NC	C5_03080C_A
NC	C5_03090W_A
NC	C5_03100C_A
UP	C5_03110C_A
NC	C5_03120W_A
DOWN	C5_03130W_A
UP	C5_03140C_A
NC	C5_03150W_A
UP	C5_03160W_A
NC	C5_03170C_A
UP	C5_03210C_A
DOWN	C5_03240W_A
UP	C5_03250W_A
UP	C5_03260C_A
UP	C5_03270W_A
DOWN	C5_03280W_A
NC	C5_03290C_A
NC	C5_03300C_A
NC	C5_03310C_A
UP	C5_03320C_A
UP	C5_03330C_A
UP	C5_03340W_A
NC	C5_03350W_A
NC	C5_03360W_A
NC	C5_03370C_A
NC	C5_03380W_A
NC	C5_03390C_A
NC	C5_03400C_A
NC	C5_03410C_A
UP	C5_03430W_A
DOWN	C5_03440W_A
UP	C5_03450W_A
NC	C5_03460C_A
NC	C5_03470C_A
NC	C5_03480C_A
UP	C5_03490C_A
UP	C5_03500W_A
DOWN	C5_03510C_A
UP	C5_03520W_A
NC	C5_03530C_A
DOWN	C5_03540C_A
NC	C5_03550W_A
NC	C5_03560W_A
NC	C5_03570W_A
NC	C5_03580C_A
NC	C5_03590W_A
UP	C5_03600W_A
NC	C5_03610W_A
NC	C5_03620W_A
UP	C5_03630C_A
NC	C5_03640W_A
UP	C5_03650C_A
NC	C5_03670C_A
NC	C5_03680W_A
UP	C5_03690W_A
NC	C5_03700C_A
UP	C5_03710C_A
UP	C5_03720C_A
UP	C5_03730W_A
NC	C5_03740W_A
UP	C5_03750W_A
UP	C5_03760C_A
NC	C5_03770C_A
UP	C5_03780C_A
NC	C5_03790W_A
NC	C5_03800W_A
UP	C5_03810C_A
NC	C5_03820C_A
NC	C5_03830C_A
NC	C5_03840W_A
NC	C5_03850W_A
NC	C5_03860W_A
NC	C5_03870C_A
UP	C5_03880C_A
UP	C5_03890C_A
NC	C5_03900W_A
NC	C5_03910C_A
UP	C5_03920C_A
UP	C5_03930C_A
NC	C5_03940C_A
UP	C5_03950W_A
NC	C5_03960W_A
NC	C5_03970W_A
NC	C5_03980W_A
UP	C5_03990W_A
UP	C5_04000W_A
UP	C5_04010C_A
UP	C5_04020C_A
UP	C5_04030W_A
UP	C5_04040C_A
UP	C5_04050W_A
UP	C5_04060C_A
NC	C5_04070C_A
UP	C5_04080C_A
UP	C5_04090C_A
NC	C5_04100W_A
DOWN	C5_04110W_A
UP	C5_04120C_A
DOWN	C5_04130C_A
UP	C5_04140W_A
UP	C5_04150C_A
UP	C5_04160W_A
NC	C5_04170W_A
UP	C5_04180W_A
DOWN	C5_04190W_A
UP	C5_04200W_A
NC	C5_04210C_A
DOWN	C5_04220W_A
UP	C5_04230W_A
UP	C5_04240C_A
UP	C5_04250W_A
NC	C5_04260W_A
DOWN	C5_04270C_A
UP	C5_04280C_A
NC	C5_04290C_A
NC	C5_04300C_A
UP	C5_04310W_A
UP	C5_04320C_A
UP	C5_04330W_A
NC	C5_04340W_A
UP	C5_04350C_A
NC	C5_04360C_A
NC	C5_04370C_A
NC	C5_04380C_A
UP	C5_04390C_A
UP	C5_04400W_A
NC	C5_04410C_A
UP	C5_04420W_A
NC	C5_04430C_A
NC	C5_04440C_A
UP	C5_04450C_A
UP	C5_04460C_A
UP	C5_04470C_A
UP	C5_04480C_A
DOWN	C5_04490C_A
UP	C5_04500W_A
UP	C5_04510W_A
NC	C5_04520W_A
NC	C5_04530W_A
NC	C5_04540C_A
NC	C5_04550W_A
NC	C5_04560C_A
NC	C5_04570C_A
NC	C5_04580C_A
DOWN	C5_04590C_A
UP	C5_04600C_A
NC	C5_04610W_A
NC	C5_04620C_A
NC	C5_04630W_A
NC	C5_04640C_A
NC	C5_04650C_A
UP	C5_04660C_A
NC	C5_04670W_A
NC	C5_04680W_A
DOWN	C5_04690C_A
NC	C5_04700C_A
NC	C5_04710W_A
NC	C5_04720C_A
UP	C5_04730C_A
NC	C5_04740C_A
NC	C5_04750C_A
NC	C5_04770W_A
UP	C5_04780W_A
UP	C5_04790C_A
DOWN	C5_04800W_A
DOWN	C5_04810W_A
UP	C5_04820W_A
UP	C5_04830W_A
UP	C5_04840C_A
UP	C5_04850W_A
UP	C5_04860C_A
NC	C5_04870W_A
DOWN	C5_04880C_A
UP	C5_04890C_A
UP	C5_04900C_A
UP	C5_04910W_A
UP	C5_04920C_A
UP	C5_04930C_A
NC	C5_04940W_A
NC	C5_04950C_A
NC	C5_04960W_A
UP	C5_04970C_A
UP	C5_04980W_A
UP	C5_04990W_A
NC	C5_05000C_A
NC	C5_05010W_A
NC	C5_05020C_A
NC	C5_05030C_A
NC	C5_05040W_A
DOWN	C5_05050W_A
UP	C5_05060C_A
UP	C5_05070W_A
NC	C5_05080W_A
UP	C5_05090W_A
UP	C5_05100C_A
UP	C5_05110C_A
UP	C5_05120W_A
NC	C5_05130C_A
NC	C5_05140W_A
NC	C5_05150C_A
NC	C5_05160C_A
NC	C5_05170W_A
UP	C5_05180W_A
UP	C5_05190W_A
DOWN	C5_05200C_A
NC	C5_05210W_A
UP	C5_05220W_A
DOWN	C5_05230C_A
UP	C5_05240C_A
NC	C5_05250C_A
UP	C5_05260W_A
NC	C5_05270C_A
NC	C5_05280C_A
NC	C5_05290C_A
NC	C5_05300W_A
NC	C5_05310W_A
UP	C5_05320C_A
UP	C5_05330C_A
NC	C5_05340W_A
UP	C5_05350W_A
NC	C5_05360C_A
UP	C5_05370C_A
NC	C5_05380W_A
DOWN	C5_05390C_A
NC	C5_05400W_A
NC	C5_05410C_A
NC	C5_05430W_A
NC	C5_05440C_A
NC	C5_05450C_A
UP	C5_05460C_A
UP	C5_05470W_A
DOWN	C5_05480W_A
NC	C5_05490C_A
NC	C5_05500C_A
UP	C5_05510C_A
NC	C6_00010W_A
NC	C6_00020W_A
NC	C6_00030W_A
UP	C6_00070C_A
UP	C6_00080C_A
NC	C6_00090W_A
NC	C6_00100C_A
NC	C6_00110C_A
UP	C6_00120W_A
UP	C6_00130C_A
NC	C6_00140C_A
UP	C6_00150W_A
DOWN	C6_00160W_A
NC	C6_00170C_A
NC	C6_00180C_A
NC	C6_00190W_A
DOWN	C6_00200C_A
NC	C6_00210W_A
UP	C6_00220C_A
UP	C6_00230W_A
UP	C6_00240C_A
UP	C6_00250W_A
NC	C6_00260W_A
UP	C6_00270W_A
DOWN	C6_00280W_A
NC	C6_00290W_A
NC	C6_00300C_A
NC	C6_00310W_A
UP	C6_00320C_A
DOWN	C6_00330C_A
NC	C6_00340C_A
NC	C6_00350W_A
NC	C6_00360C_A
NC	C6_00370C_A
NC	C6_00380C_A
NC	C6_00390W_A
NC	C6_00400C_A
NC	C6_00410C_A
UP	C6_00420W_A
NC	C6_00430C_A
DOWN	C6_00440C_A
NC	C6_00450C_A
UP	C6_00460C_A
UP	C6_00470C_A
DOWN	C6_00480C_A
UP	C6_00490W_A
UP	C6_00500C_A
UP	C6_00510C_A
UP	C6_00520W_A
UP	C6_00530C_A
UP	C6_00540W_A
NC	C6_00550W_A
NC	C6_00560W_A
NC	C6_00570C_A
UP	C6_00580W_A
NC	C6_00590W_A
DOWN	C6_00600C_A
UP	C6_00610C_A
DOWN	C6_00620W_A
UP	C6_00630W_A
NC	C6_00640C_A
DOWN	C6_00650C_A
NC	C6_00660C_A
NC	C6_00670W_A
UP	C6_00680C_A
UP	C6_00690W_A
NC	C6_00700C_A
NC	C6_00710W_A
DOWN	C6_00720C_A
UP	C6_00730W_A
NC	C6_00740W_A
DOWN	C6_00750C_A
UP	C6_00760W_A
NC	C6_00770C_A
NC	C6_00780W_A
NC	C6_00790C_A
UP	C6_00800C_A
DOWN	C6_00810C_A
NC	C6_00820W_A
NC	C6_00830C_A
NC	C6_00840W_A
UP	C6_00850W_A
UP	C6_00860W_A
DOWN	C6_00870C_A
UP	C6_00880W_A
NC	C6_00890W_A
NC	C6_00900C_A
NC	C6_00910C_A
UP	C6_00920W_A
UP	C6_00930C_A
NC	C6_00940C_A
NC	C6_00950C_A
NC	C6_00960W_A
NC	C6_00970C_A
NC	C6_00980C_A
NC	C6_00990W_A
NC	C6_01000C_A
UP	C6_01010W_A
UP	C6_01020W_A
NC	C6_01030W_A
UP	C6_01040C_A
NC	C6_01050W_A
UP	C6_01060C_A
UP	C6_01070C_A
UP	C6_01080C_A
UP	C6_01090C_A
NC	C6_01100W_A
DOWN	C6_01110W_A
NC	C6_01120C_A
UP	C6_01130W_A
UP	C6_01140C_A
NC	C6_01150W_A
UP	C6_01160W_A
NC	C6_01170W_A
UP	C6_01180C_A
UP	C6_01190C_A
NC	C6_01200W_A
DOWN	C6_01210W_A
NC	C6_01220C_A
NC	C6_01250W_A
NC	C6_01260W_A
NC	C6_01280W_A
NC	C6_01290C_A
NC	C6_01300W_A
UP	C6_01310W_A
NC	C6_01320W_A
UP	C6_01330C_A
NC	C6_01340C_A
UP	C6_01350W_A
UP	C6_01360W_A
NC	C6_01370W_A
NC	C6_01380C_A
NC	C6_01390W_A
UP	C6_01400W_A
UP	C6_01410C_A
DOWN	C6_01420C_A
DOWN	C6_01430C_A
NC	C6_01440C_A
UP	C6_01450C_A
UP	C6_01460C_A
NC	C6_01470W_A
NC	C6_01480W_A
UP	C6_01490C_A
UP	C6_01500C_A
UP	C6_01510W_A
UP	C6_01520W_A
NC	C6_01530C_A
NC	C6_01540C_A
NC	C6_01550C_A
NC	C6_01560W_A
NC	C6_01570C_A
NC	C6_01590W_A
UP	C6_01600W_A
DOWN	C6_01610W_A
UP	C6_01620W_A
NC	C6_01630W_A
UP	C6_01640W_A
NC	C6_01650C_A
NC	C6_01660C_A
DOWN	C6_01670W_A
UP	C6_01680C_A
UP	C6_01690W_A
DOWN	C6_01700W_A
UP	C6_01710C_A
NC	C6_01720C_A
UP	C6_01730W_A
NC	C6_01740C_A
NC	C6_01750C_A
UP	C6_01760W_A
UP	C6_01770W_A
DOWN	C6_01780C_A
NC	C6_01790C_A
UP	C6_01810W_A
NC	C6_01820C_A
UP	C6_01830W_A
NC	C6_01840C_A
NC	C6_01850W_A
UP	C6_01860C_A
UP	C6_01870C_A
NC	C6_01880W_A
UP	C6_01890C_A
NC	C6_01900C_A
